instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"KLING, TROY",4.9,3.0,11,90%,https://www.ratemyprofessors.com/professor/2813859,Mathematics,"ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, GIVES GOOD FEEDBACK, HILARIOUS, LOTS OF HOMEWORK, GRADED BY FEW THINGS"
"CAPETTINI, EMILIO",3.9,2.6,9,77%,https://www.ratemyprofessors.com/professor/2431220,Classics,"GET READY TO READ, CARING, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS, PARTICIPATION MATTERS"
"LASHMET, AMY",3.6,3.1,37,62%,https://www.ratemyprofessors.com/professor/2262876,Linguistics,"GIVES GOOD FEEDBACK, TOUGH GRADER, LOTS OF HOMEWORK, PARTICIPATION MATTERS, CARING, ONLINE SAVVY, EXTRA CREDIT, GROUP PROJECTS, GRADED BY FEW THINGS"
"ACOSTA-ALVEAR, DIEGO",2.4,4.3,49,34%,https://www.ratemyprofessors.com/professor/2262054,Biology,"TEST HEAVY, GET READY TO READ, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., GRADED BY FEW THINGS, LECTURE HEAVY"
"MCCRAY, PATRICK",4.6,3.3,46,89%,https://www.ratemyprofessors.com/professor/471035,History,"GET READY TO READ, AMAZING LECTURES, SKIP CLASS? YOU WON'T PASS., RESPECTED, LECTURE HEAVY, INSPIRATIONAL, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, CARING"
"CATENA , TIKAL ",1.0,4.4,5,N/A,https://www.ratemyprofessors.com/professor/3114822,Mathematics,"TOUGH GRADER, LECTURE HEAVY, PARTICIPATION MATTERS, LOTS OF HOMEWORK, TEST HEAVY, GRADED BY FEW THINGS"
"CENICEROS, HECTOR",3.1,3.1,96,35%,https://www.ratemyprofessors.com/professor/59328,Mathematics,"TEST HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, TOUGH GRADER, LECTURE HEAVY, CARING, ACCESSIBLE OUTSIDE CLASS, GIVES GOOD FEEDBACK"
"PARHAMI, BEHROOZ",2.5,2.6,11,33%,https://www.ratemyprofessors.com/professor/809341,Engineering,"TOUGH GRADER, GET READY TO READ, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., WOULD TAKE AGAIN, LOTS OF HOMEWORK, HILARIOUS"
"HIRSCH, SARAH",4.9,2.2,27,100%,https://www.ratemyprofessors.com/professor/1982786,Writing,"GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA, CARING, GET READY TO READ, PARTICIPATION MATTERS"
"KODIO, OUSMANE",3.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/3121486,Mechanical Engineering,None
"KORMAN, DANIEL",4.3,2.9,48,87%,https://www.ratemyprofessors.com/professor/2318098,Philosophy,"GRADED BY FEW THINGS, AMAZING LECTURES, CLEAR GRADING CRITERIA, SO MANY PAPERS, TOUGH GRADER, CARING, LECTURE HEAVY, GET READY TO READ, EXTRA CREDIT"
"MEADOW, MARK",3.9,2.8,36,77%,https://www.ratemyprofessors.com/professor/570920,Art History,"LECTURE HEAVY, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., TOUGH GRADER, AMAZING LECTURES, GROUP PROJECTS, CARING, GET READY TO READ, GRADED BY FEW THINGS, TEST HEAVY"
"WALLACE, VESNA",3.5,2.2,31,54%,https://www.ratemyprofessors.com/professor/795725,Religious Studies,"GET READY TO READ, EXTRA CREDIT, LECTURE HEAVY, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, CARING"
"SHERWIN, MARK",2.4,3.8,24,47%,https://www.ratemyprofessors.com/professor/1047412,Physics,"TOUGH GRADER, LOTS OF HOMEWORK, GET READY TO READ, TEST HEAVY, PARTICIPATION MATTERS, LECTURE HEAVY, CLEAR GRADING CRITERIA, CARING"
"HENNAWI, JOSEPH",2.4,3.8,17,29%,https://www.ratemyprofessors.com/professor/2258871,Physics,"LOTS OF HOMEWORK, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS"
"ALDER-KASSNER, LINDA",5.0,1.0,2,100%,https://www.ratemyprofessors.com/professor/2676230,Writing,"GROUP PROJECTS, AMAZING LECTURES, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, RESPECTED"
"MASTERSON, DANIEL",2.8,3.0,10,30%,https://www.ratemyprofessors.com/professor/2727131,Political Science,"GET READY TO READ, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, PARTICIPATION MATTERS"
"KULICK, CHARLES",5.0,2.4,5,100%,https://www.ratemyprofessors.com/professor/3113258,Mathematics,"CLEAR GRADING CRITERIA, EXTRA CREDIT, CARING, GIVES GOOD FEEDBACK, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS"
"DE VRIES, MATTANJAH",3.6,2.2,40,80%,https://www.ratemyprofessors.com/professor/411274,Chemistry,"CARING, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, WOULD TAKE AGAIN, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, TEST HEAVY, EXTRA CREDIT, INSPIRATIONAL"
"BURATTO, WILLIAM",5.0,2.3,4,100%,https://www.ratemyprofessors.com/professor/3108075,Classics,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"FUJINO, DIANE",3.8,3.1,92,75%,https://www.ratemyprofessors.com/professor/238497,Social Science,"GET READY TO READ, TOUGH GRADER, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., RESPECTED, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, AMAZING LECTURES"
"ABU-OMAR, MAHDI",4.4,2.9,25,88%,https://www.ratemyprofessors.com/professor/2241328,Chemistry,"AMAZING LECTURES, GRADED BY FEW THINGS, CARING, HILARIOUS, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER"
"OLGUIN, BEN",2.7,2.9,22,50%,https://www.ratemyprofessors.com/professor/2383501,English,"GET READY TO READ, EXTRA CREDIT, SKIP CLASS? YOU WON'T PASS., LECTURE HEAVY, PARTICIPATION MATTERS, INSPIRATIONAL, CLEAR GRADING CRITERIA, GROUP PROJECTS"
"DYCK, KEITH",5.0,2.6,8,100%,https://www.ratemyprofessors.com/professor/2893909,Philosophy,"CARING, CLEAR GRADING CRITERIA, RESPECTED, LECTURE HEAVY, AMAZING LECTURES, TOUGH GRADER, BEWARE OF POP QUIZZES, GIVES GOOD FEEDBACK"
"TAHA, REEM",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/3016330,Comparative Literature & Lang,"GET READY TO READ, PARTICIPATION MATTERS, GROUP PROJECTS"
"METZGER, MIRIAM",3.5,3.5,67,51%,https://www.ratemyprofessors.com/professor/439610,Communication,"TEST HEAVY, CLEAR GRADING CRITERIA, TOUGH GRADER, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, CARING"
"MARSH, JENNIFER",4.2,2.8,26,76%,https://www.ratemyprofessors.com/professor/2987989,Biology,"CARING, HILARIOUS, AMAZING LECTURES, GET READY TO READ, CLEAR GRADING CRITERIA, INSPIRATIONAL, GIVES GOOD FEEDBACK, LECTURE HEAVY"
"GRUE, MICHELLE",5.0,1.7,3,100%,https://www.ratemyprofessors.com/professor/2602251,Writing,"PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, CARING, RESPECTED, INSPIRATIONAL"
"EVANS-WARE, KAARONICA",4.5,2.0,2,100%,https://www.ratemyprofessors.com/professor/2606135,English,"GIVES GOOD FEEDBACK, EXTRA CREDIT, CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING"
"SHODIYA, SHOLA ",5.0,1.0,1,100%,https://www.ratemyprofessors.com/professor/3118592,Psychology,"AMAZING LECTURES, INSPIRATIONAL, CARING"
"PORTILLO, JULIE",2.6,3.8,4,100%,https://www.ratemyprofessors.com/professor/1847087,Spanish,"TOUGH GRADER, EXTRA CREDIT, CLEAR GRADING CRITERIA"
"YUAN, JING",5.0,2.0,1,100%,https://www.ratemyprofessors.com/professor/3078541,East Asian Languages & Cultures,"PARTICIPATION MATTERS, HILARIOUS, CARING"
"POTTER, JAMES",2.2,3.7,58,15%,https://www.ratemyprofessors.com/professor/290333,Communication,"TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, TEST HEAVY, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, INSPIRATIONAL"
"LUDKOVSKI, MICHAEL",3.0,4.1,21,42%,https://www.ratemyprofessors.com/professor/1294914,Statistics,"TOUGH GRADER, AMAZING LECTURES, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, RESPECTED"
"GOODEARL, KEN",3.7,2.6,76,55%,https://www.ratemyprofessors.com/professor/279453,Mathematics,"CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, TEST HEAVY, RESPECTED, LECTURE HEAVY, GET READY TO READ, ACCESSIBLE OUTSIDE CLASS"
"BURATTO, WILLIAM",5.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/3107532,Chemistry,"AMAZING LECTURES, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS"
"GROVER, SUSAN",3.7,3.2,38,65%,https://www.ratemyprofessors.com/professor/2470652,Economics,"EXTRA CREDIT, CARING, RESPECTED, GROUP PROJECTS, LOTS OF HOMEWORK, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, GIVES GOOD FEEDBACK"
"GREENE, AMANDA ",4.0,3.3,4,75%,https://www.ratemyprofessors.com/professor/2882864,Philosophy,"TOUGH GRADER, PARTICIPATION MATTERS, AMAZING LECTURES, GET READY TO READ, GIVES GOOD FEEDBACK, INSPIRATIONAL"
"KHOURY, NUHA",1.9,3.6,69,23%,https://www.ratemyprofessors.com/professor/49031,Fine Arts,"LECTURE HEAVY, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, GRADED BY FEW THINGS, SO MANY PAPERS, BEWARE OF POP QUIZZES"
"SPRAGUE, THOMAS TOMMY",4.6,2.7,65,90%,https://www.ratemyprofessors.com/professor/2481058,Psychology,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GET READY TO READ, CARING, EXTRA CREDIT, TEST HEAVY"
"ADRIASOLA-MUNOZ, IGNACIO",2.6,3.4,18,40%,https://www.ratemyprofessors.com/professor/1881452,Art,"PARTICIPATION MATTERS, TOUGH GRADER, GET READY TO READ, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, GROUP PROJECTS, RESPECTED, LECTURE HEAVY, INSPIRATIONAL"
"WEBER, RENE",3.4,2.9,53,47%,https://www.ratemyprofessors.com/professor/962184,Communication,"GRADED BY FEW THINGS, RESPECTED, TEST HEAVY, GET READY TO READ, PARTICIPATION MATTERS, INSPIRATIONAL, CARING, TOUGH GRADER, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS"
"SESHADRI, RAM",4.3,2.4,13,87%,https://www.ratemyprofessors.com/professor/789325,Engineering,"AMAZING LECTURES, HILARIOUS, RESPECTED, TOUGH GRADER, CLEAR GRADING CRITERIA, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, INSPIRATIONAL"
"HERNANDEZ, ELLIE",2.8,2.2,35,40%,https://www.ratemyprofessors.com/professor/347225,Women's Studies,"GET READY TO READ, GROUP PROJECTS, LOTS OF HOMEWORK, PARTICIPATION MATTERS, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, SO MANY PAPERS, CARING, ACCESSIBLE OUTSIDE CLASS"
"ARVIZU RAMÍREZ, AHARON",5.0,2.5,2,100%,https://www.ratemyprofessors.com/professor/3069673,Spanish,"GIVES GOOD FEEDBACK, CARING, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS"
"STOKES, LEAH",4.5,3.5,17,88%,https://www.ratemyprofessors.com/professor/2153307,Political Science,"PARTICIPATION MATTERS, LOTS OF HOMEWORK, AMAZING LECTURES, HILARIOUS, CLEAR GRADING CRITERIA, EXTRA CREDIT, GET READY TO READ, RESPECTED, CARING, LECTURE HEAVY"
"WAID, CANDACE",3.1,3.0,75,35%,https://www.ratemyprofessors.com/professor/12781,English,"GET READY TO READ, CARING, INSPIRATIONAL, HILARIOUS, SKIP CLASS? YOU WON'T PASS., ACCESSIBLE OUTSIDE CLASS, RESPECTED, LECTURE HEAVY"
"COFFEY-EDISON, LEXXUS",3.4,2.4,5,60%,https://www.ratemyprofessors.com/professor/2986341,African-American Studies,"HILARIOUS, PARTICIPATION MATTERS, AMAZING LECTURES, GET READY TO READ, GIVES GOOD FEEDBACK, INSPIRATIONAL"
"WILKENFELD, NAN",5.0,2.3,6,100%,https://www.ratemyprofessors.com/professor/2478653,Communication,"CARING, GROUP PROJECTS, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK"
"MORSTEIN-MARX, ROBERT",4.6,2.3,28,100%,https://www.ratemyprofessors.com/professor/280502,Classics,"GET READY TO READ, AMAZING LECTURES, LECTURE HEAVY, TOUGH GRADER, WOULD TAKE AGAIN, TEST HEAVY, GRADED BY FEW THINGS"
"THOMASSON, KELLY",2.3,3.7,81,28%,https://www.ratemyprofessors.com/professor/2336694,Biology,"LECTURE HEAVY, TEST HEAVY, GET READY TO READ, TOUGH GRADER, EXTRA CREDIT, CLEAR GRADING CRITERIA, ONLINE SAVVY, CARING, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"EVELYN, CHRISTOPHER",3.1,2.7,15,60%,https://www.ratemyprofessors.com/professor/2213601,Biology,"GROUP PROJECTS, TOUGH GRADER, GRADED BY FEW THINGS, SKIP CLASS? YOU WON'T PASS., CARING, EXTRA CREDIT, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS"
"PROULX, STEPHEN",3.7,2.7,3,66%,https://www.ratemyprofessors.com/professor/1887738,Biology,"SKIP CLASS? YOU WON'T PASS., GROUP PROJECTS, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, GRADED BY FEW THINGS"
"LEE, HUA",2.8,3.8,42,33%,https://www.ratemyprofessors.com/professor/241213,Engineering,"TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, GET READY TO READ, SKIP CLASS? YOU WON'T PASS., HILARIOUS, LECTURE HEAVY"
"AGRAWAL, DIVYAKANT",2.9,3.5,39,35%,https://www.ratemyprofessors.com/professor/552298,Computer Science,"LOTS OF HOMEWORK, GROUP PROJECTS, CLEAR GRADING CRITERIA, GET READY TO READ, TOUGH GRADER, GRADED BY FEW THINGS, HILARIOUS, LECTURE HEAVY, ONLINE SAVVY, CARING"
"GUO, WENBO",4.5,2.0,4,75%,https://www.ratemyprofessors.com/professor/3107946,Computer Science,"CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, HILARIOUS, RESPECTED"
"PERRONE, DEBRA",4.9,2.9,13,100%,https://www.ratemyprofessors.com/professor/2654734,Environmental Science & Mgmt.,"GROUP PROJECTS, CARING, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, PARTICIPATION MATTERS, AMAZING LECTURES, INSPIRATIONAL, SO MANY PAPERS, LOTS OF HOMEWORK"
"HOERBERG, DESTINY",5.0,2.0,2,100%,https://www.ratemyprofessors.com/professor/2883131,Education,"GROUP PROJECTS, PARTICIPATION MATTERS, EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING"
"CHATTOPADHYAYA, UTATHYA",3.3,3.9,26,53%,https://www.ratemyprofessors.com/professor/2470078,History,"GET READY TO READ, LECTURE HEAVY, TOUGH GRADER, GIVES GOOD FEEDBACK, CARING, PARTICIPATION MATTERS, GRADED BY FEW THINGS"
"PAGE, MARK",4.3,3.7,10,50%,https://www.ratemyprofessors.com/professor/887948,Biology,"TOUGH GRADER, GROUP PROJECTS, SO MANY PAPERS, CLEAR GRADING CRITERIA, TEST HEAVY, GRADED BY FEW THINGS"
"SCHOINOPLOKAKI, EMMANUELA",5.0,2.0,2,100%,https://www.ratemyprofessors.com/professor/2891855,Classics,"GET READY TO READ, PARTICIPATION MATTERS, AMAZING LECTURES, GIVES GOOD FEEDBACK, HILARIOUS, CARING"
"SIMPSON, JULIE",3.6,3.9,16,68%,https://www.ratemyprofessors.com/professor/2355570,Biology,"CLEAR GRADING CRITERIA, TEST HEAVY, TOUGH GRADER, CARING, RESPECTED, GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, INSPIRATIONAL"
"WEIMBS, THOMAS",2.7,3.8,12,50%,https://www.ratemyprofessors.com/professor/966658,Biology,"GROUP PROJECTS, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS"
"WALKER, DAVID",4.4,3.0,46,90%,https://www.ratemyprofessors.com/professor/1888074,Religious Studies,"AMAZING LECTURES, LECTURE HEAVY, INSPIRATIONAL, GET READY TO READ, SKIP CLASS? YOU WON'T PASS., BEWARE OF POP QUIZZES, GRADED BY FEW THINGS, RESPECTED"
"JIN, CHENHAO",2.6,4.5,11,36%,https://www.ratemyprofessors.com/professor/2705072,Physics,"GET READY TO READ, LOTS OF HOMEWORK, TEST HEAVY, RESPECTED, TOUGH GRADER, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, CARING"
"FELDMAN, RAISA",2.8,3.3,35,63%,https://www.ratemyprofessors.com/professor/118255,Statistics,"TOUGH GRADER, LOTS OF HOMEWORK, GIVES GOOD FEEDBACK, CARING, LECTURE HEAVY, HILARIOUS, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS"
"WALSH, CASEY",3.3,2.3,174,62%,https://www.ratemyprofessors.com/professor/1150564,Anthropology,"GET READY TO READ, CLEAR GRADING CRITERIA, LECTURE HEAVY, GRADED BY FEW THINGS, SKIP CLASS? YOU WON'T PASS., CARING, TOUGH GRADER"
"RICE, AJ",1.5,2.5,2,N/A,https://www.ratemyprofessors.com/professor/2936026,Political Science,"TOUGH GRADER, GET READY TO READ, AMAZING LECTURES, RESPECTED"
"MOOSBRUGGER, LORELEI",4.4,3.3,50,83%,https://www.ratemyprofessors.com/professor/1112805,Political Science,"GET READY TO READ, AMAZING LECTURES, RESPECTED, GRADED BY FEW THINGS, TOUGH GRADER"
"LI, XIAORONG",3.2,3.1,17,35%,https://www.ratemyprofessors.com/professor/1623399,Languages,"GET READY TO READ, BEWARE OF POP QUIZZES, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., TOUGH GRADER, LECTURE HEAVY"
"APPINO-TABONE, ALLIE",3.7,2.0,3,66%,https://www.ratemyprofessors.com/professor/2876017,French,"GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, GROUP PROJECTS, CLEAR GRADING CRITERIA, CARING"
"YU, QIAN",3.3,4.0,4,50%,https://www.ratemyprofessors.com/professor/3020035,Electrical & Comp. Engineering,"EXTRA CREDIT, INSPIRATIONAL, HILARIOUS, CARING, RESPECTED, ONLINE SAVVY"
"JUE, MELODY",4.3,2.8,22,81%,https://www.ratemyprofessors.com/professor/2352490,English,"GET READY TO READ, AMAZING LECTURES, CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING, PARTICIPATION MATTERS, LECTURE HEAVY, TEST HEAVY"
"IGLESIAS-RODRIGUEZ, DEBORA",1.2,3.6,5,N/A,https://www.ratemyprofessors.com/professor/2610276,Biology,"TOUGH GRADER, EXTRA CREDIT, LECTURE HEAVY, PARTICIPATION MATTERS"
"DUNCAN, IAN",3.0,4.0,26,56%,https://www.ratemyprofessors.com/professor/1795165,Statistics,"TOUGH GRADER, TEST HEAVY, LOTS OF HOMEWORK, RESPECTED, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, HILARIOUS"
"STOPPLE, JEFFREY",3.0,3.6,83,29%,https://www.ratemyprofessors.com/professor/118256,Mathematics,"TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, LOTS OF HOMEWORK"
"GRAY, SUMMER",4.9,2.1,21,100%,https://www.ratemyprofessors.com/professor/1997141,Sociology,"CARING, INSPIRATIONAL, AMAZING LECTURES, CLEAR GRADING CRITERIA, GET READY TO READ, ONLINE SAVVY, RESPECTED, PARTICIPATION MATTERS"
"MADRIGAL, LUPITA",5.0,1.5,4,100%,https://www.ratemyprofessors.com/professor/3085078,Communication,"PARTICIPATION MATTERS, GROUP PROJECTS, INSPIRATIONAL, CARING, GIVES GOOD FEEDBACK"
"BODDY, AMY",4.8,2.1,17,100%,https://www.ratemyprofessors.com/professor/2578600,Anthropology,"AMAZING LECTURES, INSPIRATIONAL, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, RESPECTED, GET READY TO READ, GRADED BY FEW THINGS"
"YUN, HYUNJIN",5.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/3109662,Economics,"AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS"
"KRUEGEL, CHRIS",4.8,3.6,9,100%,https://www.ratemyprofessors.com/professor/1262548,Computer Science,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, CARING"
"MILLER-YOUNG, MIREILLE",4.2,2.7,56,90%,https://www.ratemyprofessors.com/professor/1047530,Women's Studies,"GET READY TO READ, RESPECTED, INSPIRATIONAL, AMAZING LECTURES, CARING, HILARIOUS, LECTURE HEAVY"
"MAAR, HENRY",4.5,2.4,20,85%,https://www.ratemyprofessors.com/professor/2293587,History,"CARING, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, INSPIRATIONAL, TOUGH GRADER, SO MANY PAPERS, GRADED BY FEW THINGS, RESPECTED, GIVES GOOD FEEDBACK"
"LUO, XIAO",3.0,3.1,7,57%,https://www.ratemyprofessors.com/professor/2915832,Physics,"LECTURE HEAVY, LOTS OF HOMEWORK, GET READY TO READ, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA"
"HAMMER, LESLIE",4.4,3.0,39,84%,https://www.ratemyprofessors.com/professor/1195750,Writing,"GIVES GOOD FEEDBACK, LOTS OF HOMEWORK, CARING, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., TOUGH GRADER, INSPIRATIONAL"
"LIN, HUIJIA (RACHEL",2.2,4.3,25,23%,https://www.ratemyprofessors.com/professor/2000411,Computer Science,"TOUGH GRADER, LOTS OF HOMEWORK, CARING, LECTURE HEAVY, GET READY TO READ, GRADED BY FEW THINGS, PARTICIPATION MATTERS, HILARIOUS"
"COLLINS, NANCY",4.7,2.3,36,N/A,https://www.ratemyprofessors.com/professor/161714,Psychology,"AMAZING LECTURES, WOULD TAKE AGAIN, HILARIOUS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK"
"HATCHER, KEVIN",4.1,1.9,9,88%,https://www.ratemyprofessors.com/professor/2558883,Exercise & Sport Studies,"GROUP PROJECTS, GRADED BY FEW THINGS, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, LECTURE HEAVY"
"ALIZADEH, MAHNOOSH",4.0,2.4,9,55%,https://www.ratemyprofessors.com/professor/2669799,Electrical & Comp. Engineering,"CARING, HILARIOUS, TEST HEAVY, PARTICIPATION MATTERS, INSPIRATIONAL, LOTS OF HOMEWORK, LECTURE HEAVY"
"VISELL, YON",2.7,3.0,3,33%,https://www.ratemyprofessors.com/professor/2497339,Electrical amp Comp. Engineering,"GROUP PROJECTS, SKIP CLASS? YOU WON'T PASS., GIVES GOOD FEEDBACK, LECTURE HEAVY"
"PAUL, DAVID",3.7,3.1,27,83%,https://www.ratemyprofessors.com/professor/1105492,Music,"GET READY TO READ, AMAZING LECTURES, SO MANY PAPERS, CARING, TOUGH GRADER, LOTS OF HOMEWORK, PARTICIPATION MATTERS, INSPIRATIONAL, GIVES GOOD FEEDBACK, RESPECTED, ACCESSIBLE OUTSIDE CLASS"
"DIAZ SANCHEZ, MICAELA",3.0,2.4,21,42%,https://www.ratemyprofessors.com/professor/2153389,Chicano Studies,"GET READY TO READ, GRADED BY FEW THINGS, CARING, EXTRA CREDIT, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, LECTURE HEAVY, ONLINE SAVVY"
"QIN, CHENG-ZHONG",2.6,3.8,52,46%,https://www.ratemyprofessors.com/professor/648448,Economics,"GRADED BY FEW THINGS, TEST HEAVY, TOUGH GRADER, AMAZING LECTURES, GET READY TO READ"
"THAYER, BARBARA",3.6,3.7,28,67%,https://www.ratemyprofessors.com/professor/2286233,Psychology,"AMAZING LECTURES, BEWARE OF POP QUIZZES, GET READY TO READ, LECTURE HEAVY, TEST HEAVY, INSPIRATIONAL, CARING, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, HILARIOUS"
"MCCLURE, SARAH",4.7,2.5,26,84%,https://www.ratemyprofessors.com/professor/2562402,Anthropology,"AMAZING LECTURES, GET READY TO READ, PARTICIPATION MATTERS, SO MANY PAPERS, CARING, LECTURE HEAVY, TOUGH GRADER, LOTS OF HOMEWORK, RESPECTED, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA"
"VAZQUEZ-BARE, GONZALO",2.1,4.4,11,27%,https://www.ratemyprofessors.com/professor/2696645,Economics,"TEST HEAVY, TOUGH GRADER, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, AMAZING LECTURES"
"PEDARSANI, RAMTIN",4.0,3.0,5,80%,https://www.ratemyprofessors.com/professor/3074577,Electrical & Comp. Engineering,"AMAZING LECTURES, TEST HEAVY, GRADED BY FEW THINGS"
"HOLMES, DAWN",3.2,2.9,164,46%,https://www.ratemyprofessors.com/professor/11147,Statistics,"TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., LECTURE HEAVY"
"YOUNG, MILLER",4.8,1.4,10,88%,https://www.ratemyprofessors.com/professor/1518585,Women's Studies,"AMAZING LECTURES, GET READY TO READ, EXTRA CREDIT, INSPIRATIONAL, CARING, CLEAR GRADING CRITERIA, HILARIOUS"
"CASSELS, SUSAN",3.6,2.7,12,66%,https://www.ratemyprofessors.com/professor/2054922,Geography,"PARTICIPATION MATTERS, GET READY TO READ, AMAZING LECTURES, BEWARE OF POP QUIZZES, TOUGH GRADER, CARING, LECTURE HEAVY, GIVES GOOD FEEDBACK, INSPIRATIONAL"
"DASGUPTA, DEBANUJ",4.0,2.6,20,75%,https://www.ratemyprofessors.com/professor/2678118,Feminist Studies,"GET READY TO READ, GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, HILARIOUS, GRADED BY FEW THINGS"
"KORNBERG, DANA",3.0,2.8,16,50%,https://www.ratemyprofessors.com/professor/2672015,Sociology,"GET READY TO READ, GRADED BY FEW THINGS, TOUGH GRADER, CARING, PARTICIPATION MATTERS, LECTURE HEAVY, AMAZING LECTURES, INSPIRATIONAL"
